seed,arm,variant,p_at_25,S_major,S_minor,S_advisory,spearman_rho
1047,A2,V-A0,0.8,,,,
1047,A2,V-ORAC,0.8,0.016828700398716485,0.017387182579145545,0.017390604984507157,-0.21081851067789195
1047,A2,V-B3R,0.72,,,,
1048,A1,V-REFIT,0.88,0.016289133334009522,0.016288391671557805,0.01628816096070318,0.08333333333333334
1048,A1,V-A0,0.84,,,,
1048,A1,V-ORAC,0.96,0.017950523166239837,0.017950450115756016,0.017389520922514085,0.4216370213557839
1048,A1,V-B3R,1.0,,,,
1048,A2,V-REFIT,0.8,0.016289129205115962,0.016289596554262244,0.016289353104366085,-0.7
1048,A2,V-A0,0.8,,,,
1048,A2,V-ORAC,0.88,0.017378843164874643,0.017383464003006742,0.017390377167929526,-0.05270462766947299
1048,A2,V-B3R,0.84,,,,
1049,A1,V-REFIT,0.96,0.016283089843653696,0.016283056202554554,0.016282895066369884,-0.2833333333333333
1049,A1,V-A0,1.0,,,,
1049,A1,V-ORAC,1.0,0.01794532397379332,0.017950403456929415,0.017390230484518196,0.21081851067789195
1049,A1,V-B3R,1.0,,,,
1049,A2,V-REFIT,0.8,0.016282903549376865,0.016283152978827483,0.01628314172529554,-0.7666666666666667
1049,A2,V-A0,0.8,,,,
1049,A2,V-ORAC,0.92,0.017389412362956675,0.017389929091844877,0.017390456609626747,-0.05270462766947299
1049,A2,V-B3R,0.88,,,,
